,control,5nMTG,NonCancerOral,accuracy,f1-score_macro,RMSE,Trial,K-fold
23,0.30257073,0.6626327,0.034796562,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
24,0.3263001,0.635738,0.037961867,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
25,0.40019745,0.53548604,0.06431653,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
26,0.28497535,0.66216946,0.052855246,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
27,0.29101816,0.6386001,0.070381716,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
28,0.2462435,0.7209817,0.032774776,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
29,0.21633679,0.738536,0.045127224,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
30,0.2475559,0.6667336,0.08571048,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
31,0.22169265,0.72886366,0.049443636,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
32,0.34985211,0.562773,0.08737493,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
33,0.30879024,0.63006425,0.061145555,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
34,0.367045,0.56959116,0.063363776,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
35,0.33034644,0.5442072,0.1254464,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
36,0.2806676,0.6519289,0.06740343,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
37,0.29320228,0.6444289,0.06236882,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
38,0.34198025,0.58319163,0.07482812,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
39,0.4679899,0.48038813,0.051621944,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
40,0.54665565,0.4289897,0.024354655,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
41,0.45997167,0.4860098,0.05401847,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
42,0.61388886,0.35508576,0.031025441,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
43,0.4754098,0.45446014,0.07013006,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
44,0.6435114,0.31900942,0.037479207,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
45,0.4334982,0.49403498,0.07246684,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
46,0.6409688,0.29308227,0.06594889,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
47,0.59967184,0.36649668,0.033831477,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
48,0.5197473,0.43183059,0.048422147,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
49,0.55761087,0.39749283,0.044896334,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
50,0.65375113,0.30839816,0.03785072,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
51,0.65941846,0.3108423,0.029739188,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
52,0.5438345,0.41597167,0.040193796,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
53,0.54029465,0.40271866,0.056986716,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
54,0.5501647,0.39277324,0.057062034,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
55,0.41226977,0.5254865,0.062243704,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
56,0.47949862,0.44513044,0.07537099,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
57,0.3768331,0.57005066,0.05311622,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
58,0.48933282,0.44014102,0.07052617,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
59,0.5442892,0.4252566,0.030454239,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
60,0.5104544,0.41425467,0.07529091,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
61,0.42840523,0.53905356,0.032541208,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
62,0.41003132,0.55565226,0.034316488,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
63,0.44992343,0.49901924,0.051057402,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
64,0.6055142,0.32830465,0.06618102,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
65,0.48067713,0.47937012,0.039952807,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
66,0.4747979,0.46376777,0.0614343,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
67,0.66186863,0.28264457,0.055486765,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
68,0.5514767,0.41258407,0.035939198,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
69,0.6470868,0.31638122,0.036531962,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
70,0.57185733,0.34077334,0.08736937,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
71,0.6549533,0.2963214,0.048725285,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
72,0.71243006,0.24988775,0.03768228,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
73,0.40519515,0.5343481,0.060456786,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
74,0.6794537,0.26728454,0.053261712,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
75,0.611611,0.3648568,0.023532134,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
76,0.42469674,0.51934594,0.055957355,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
77,0.46082556,0.5092193,0.029955063,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
78,0.5954407,0.36439064,0.04016867,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
79,0.79868656,0.18027897,0.021034462,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
80,0.29684436,0.6306674,0.07248825,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
81,0.29065433,0.65847605,0.050869666,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
82,0.110066935,0.8709404,0.018992646,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
83,0.10813784,0.85034937,0.041512858,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
84,0.21515746,0.7355216,0.04932095,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
85,0.24776062,0.7155857,0.036653586,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
86,0.2933017,0.65463334,0.052064925,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
87,0.3682229,0.5647402,0.067036994,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
88,0.1091354,0.84928596,0.041578695,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
89,0.09412744,0.88084793,0.025024667,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
90,0.13840942,0.79404205,0.06754851,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
91,0.37844133,0.59527105,0.026287625,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
92,0.18925479,0.7735849,0.037160236,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
93,0.2786366,0.66337043,0.057993032,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
94,0.2706701,0.6587938,0.07053606,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
95,0.242431,0.7087886,0.04878036,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
96,0.32241055,0.6121263,0.06546312,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
97,0.30112326,0.6450194,0.053857323,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
98,0.44765833,0.48198226,0.07035937,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
99,0.26537642,0.71156627,0.023057314,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
100,0.14104424,0.83118314,0.027772518,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
101,0.19663416,0.7482843,0.055081595,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
102,0.078056335,0.9058055,0.01613806,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
103,0.14285514,0.8295967,0.027548183,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
104,0.24106137,0.7346084,0.024330163,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
105,0.34943467,0.59930897,0.051256366,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
106,0.25940505,0.69732636,0.043268576,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
107,0.3009724,0.6636619,0.035365697,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
108,0.1056624,0.86647105,0.027866602,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
109,0.19471096,0.75224835,0.053040706,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
110,0.15400772,0.8204758,0.025516476,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
111,0.5100806,0.46548107,0.024438296,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
112,0.24075148,0.68246484,0.0767837,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
113,0.1161614,0.8364686,0.04737003,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
114,0.33491555,0.6390187,0.02606567,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
115,0.1702846,0.7833759,0.046339504,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
116,0.27485102,0.62841105,0.09673789,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
117,0.25416648,0.66882217,0.077011265,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
118,0.09754553,0.8903572,0.012097233,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
119,0.40145868,0.545805,0.052736316,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
120,0.57548076,0.39039996,0.03411925,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
121,0.6295219,0.3429719,0.027506169,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
122,0.43884903,0.5187608,0.04239013,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
123,0.4439042,0.5274688,0.028626999,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
124,0.46432966,0.5078708,0.027799537,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
125,0.6576221,0.3180921,0.024285698,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
126,0.44436118,0.45240197,0.10323691,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
127,0.7768137,0.21290253,0.010283819,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
128,0.6823947,0.27527794,0.04232735,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
129,0.7849035,0.1811472,0.03394918,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
130,0.5134837,0.4438627,0.042653505,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
131,0.70535773,0.2695715,0.025070716,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
132,0.55280596,0.3995452,0.047648758,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
133,0.72750294,0.24543735,0.027059687,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
134,0.58420527,0.40030003,0.015494712,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
135,0.63284403,0.33954257,0.027613496,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
136,0.45768473,0.49158362,0.0507316,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
137,0.66695964,0.31102145,0.022019,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
138,0.5884296,0.34296596,0.06860455,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
139,0.77772146,0.20928387,0.012994655,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
140,0.7183768,0.26340428,0.018219013,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
141,0.730427,0.25030926,0.019263772,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
142,0.5254111,0.4226869,0.051901918,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
143,0.5926153,0.3899999,0.017384732,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
144,0.57496727,0.386005,0.039027736,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
145,0.60778636,0.36051273,0.031700917,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
146,0.54481083,0.408365,0.046824194,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
147,0.73302925,0.2529767,0.013994001,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
148,0.8269935,0.15180627,0.021200208,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
149,0.49856356,0.46608955,0.035346877,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
150,0.60068786,0.3748707,0.024441522,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
151,0.5636164,0.40396562,0.03241805,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
152,0.5221753,0.45363525,0.024189426,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
153,0.6333621,0.3249097,0.041728273,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
154,0.65122753,0.3234464,0.025326028,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
155,0.6245484,0.31834385,0.05710778,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
156,0.69460046,0.23315856,0.07224096,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
157,0.6989193,0.27895483,0.022125943,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
158,0.7808947,0.19355516,0.02555019,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
159,0.72208506,0.26090533,0.017009614,0.9722222222222222,0.9722101606600088,0.20645908982920705,0,0
0,0.32995418,0.5918653,0.078180514,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
1,0.18625441,0.7666613,0.047084305,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
2,0.3617792,0.5745467,0.06367409,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
3,0.2863736,0.65930146,0.054325003,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
4,0.24105997,0.6954439,0.0634961,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
5,0.3036805,0.6278463,0.06847318,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
6,0.27020362,0.6938045,0.03599188,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
7,0.27123636,0.66150475,0.067258835,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
8,0.15686795,0.8313433,0.01178879,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
9,0.28708476,0.65959704,0.053318202,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
10,0.34423345,0.60716957,0.04859696,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
11,0.27127424,0.69598335,0.03274238,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
12,0.35767895,0.58385867,0.05846235,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
13,0.31271404,0.66384995,0.023435982,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
14,0.3889335,0.5527965,0.05827002,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
15,0.3828303,0.58129877,0.035870954,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
16,0.30269364,0.61630005,0.08100632,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
17,0.27984458,0.6914677,0.028687757,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
18,0.32149622,0.65633047,0.022173354,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
19,0.2776592,0.61149186,0.1108489,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
20,0.43078035,0.52657956,0.042640083,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
21,0.2861612,0.6623455,0.05149335,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
22,0.36151016,0.5858255,0.05266439,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
23,0.29925448,0.66807866,0.032666903,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
24,0.27428246,0.6902742,0.035443336,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
25,0.2922916,0.6361358,0.07157258,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
26,0.35815758,0.5984453,0.04339722,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
27,0.40802088,0.5322205,0.059758645,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
28,0.19097051,0.7788778,0.030151693,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
29,0.20292509,0.7402413,0.05683364,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
30,0.2521606,0.7110777,0.036761735,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
31,0.21666032,0.7430026,0.040337034,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
32,0.30881268,0.59445834,0.09672899,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
33,0.28244433,0.65813494,0.059420716,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
34,0.3498396,0.5818929,0.068267435,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
35,0.3180925,0.6092866,0.07262089,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
36,0.29607692,0.66641825,0.03750473,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
37,0.36836937,0.55299777,0.07863283,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
38,0.25896615,0.6985839,0.042449985,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
39,0.34451738,0.62044007,0.03504256,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
40,0.46764955,0.47942874,0.05292176,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
41,0.38707522,0.53255177,0.08037299,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
42,0.38643354,0.5456007,0.06796571,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
43,0.41755316,0.4613047,0.12114212,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
44,0.6604991,0.295972,0.043528892,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
45,0.30867818,0.62648547,0.064836316,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
46,0.5332279,0.39314723,0.07362488,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
47,0.45233014,0.4777073,0.069962546,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
48,0.48475048,0.42553875,0.08971076,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
49,0.43300533,0.49512425,0.0718704,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
50,0.50308186,0.42895603,0.06796202,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
51,0.4731586,0.45269462,0.07414675,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
52,0.28865275,0.6539727,0.057374507,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
53,0.54099375,0.40474737,0.05425885,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
54,0.49707702,0.4337037,0.06921928,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
55,0.3966821,0.54991835,0.05339952,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
56,0.44060296,0.47663537,0.082761705,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
57,0.44695702,0.50467867,0.048364367,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
58,0.5804178,0.3502805,0.06930167,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
59,0.5411498,0.37932566,0.07952449,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
60,0.42196405,0.5180153,0.06002058,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
61,0.46865758,0.48221743,0.04912502,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
62,0.374243,0.58099663,0.04476033,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
63,0.48783106,0.46555355,0.046615414,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
64,0.52986497,0.34515098,0.12498399,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
65,0.37313947,0.55804706,0.06881352,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
66,0.35540664,0.5847513,0.05984208,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
67,0.5536467,0.396933,0.049420353,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
68,0.5407391,0.40782672,0.051434085,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
69,0.51915205,0.43798947,0.04285842,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
70,0.43862233,0.47569963,0.085678026,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
71,0.42863092,0.5118867,0.059482343,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
72,0.49970806,0.43779445,0.06249747,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
73,0.4726282,0.46190932,0.06546246,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
74,0.42282355,0.51779336,0.05938311,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
75,0.6076918,0.36495486,0.027353358,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
76,0.54678255,0.38000172,0.07321575,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
77,0.56026506,0.39265484,0.047080077,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
78,0.5266972,0.39956382,0.07373891,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
79,0.6886906,0.2695598,0.04174962,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
80,0.186589,0.78369194,0.029719057,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
81,0.21704985,0.7569587,0.025991477,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
82,0.14407784,0.8474478,0.00847432,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
83,0.2296416,0.73692733,0.033431,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
84,0.26939112,0.7136436,0.01696527,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
85,0.24929085,0.73013073,0.020578409,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
86,0.23585255,0.73020536,0.033942062,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
87,0.3204926,0.6559401,0.023567295,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
88,0.16600117,0.81531197,0.018686885,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
89,0.13440558,0.8504484,0.015145946,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
90,0.27535984,0.68267536,0.041964695,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
91,0.21641465,0.77222204,0.011363335,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
92,0.18553971,0.8022286,0.012231639,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
93,0.3137805,0.65690243,0.029317072,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
94,0.30103168,0.6544392,0.044529077,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
95,0.18802036,0.78065455,0.031325098,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
96,0.19504869,0.781778,0.023173336,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
97,0.20177141,0.77973163,0.018496946,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
98,0.24543668,0.7198378,0.034725543,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
99,0.3261192,0.66020256,0.013678182,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
100,0.30340984,0.67989075,0.016699411,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
101,0.23615961,0.73775625,0.026084168,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
102,0.10594078,0.8852522,0.008807007,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
103,0.18741728,0.7912555,0.021327265,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
104,0.39465576,0.58963364,0.015710568,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
105,0.32605147,0.63525254,0.038696,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
106,0.22610171,0.7451012,0.028797073,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
107,0.22750132,0.74919415,0.023304489,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
108,0.1279179,0.86163044,0.010451731,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
109,0.19413517,0.75908625,0.046778638,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
110,0.13528767,0.8533963,0.01131604,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
111,0.271722,0.7149675,0.013310491,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
112,0.33486062,0.60975295,0.055386376,0.9583333333333334,0.9581699346405229,0.2280813903883731,0,1
