,control,5nMTG,NonCancerOral,accuracy,f1-score_macro,Trial,K-fold
45,0.92313987,0.07390878,0.0029513524,0.9722222222222222,0.9722101606600088,0,0
46,0.9354902,0.06188957,0.0026202812,0.9722222222222222,0.9722101606600088,0,0
47,0.7441195,0.23798758,0.017892843,0.9722222222222222,0.9722101606600088,0,0
48,0.7925018,0.2056639,0.0018342998,0.9722222222222222,0.9722101606600088,0,0
49,0.93267226,0.058769602,0.008558143,0.9722222222222222,0.9722101606600088,0,0
50,0.7529869,0.23452036,0.012492679,0.9722222222222222,0.9722101606600088,0,0
51,0.83643603,0.14204265,0.021521285,0.9722222222222222,0.9722101606600088,0,0
52,0.6088979,0.37692398,0.0141781485,0.9722222222222222,0.9722101606600088,0,0
53,0.64936614,0.33751574,0.013118112,0.9722222222222222,0.9722101606600088,0,0
54,0.7419821,0.24548323,0.012534628,0.9722222222222222,0.9722101606600088,0,0
55,0.8439564,0.14330934,0.012734231,0.9722222222222222,0.9722101606600088,0,0
56,0.9636044,0.033542022,0.002853591,0.9722222222222222,0.9722101606600088,0,0
57,0.93378717,0.061329655,0.0048832316,0.9722222222222222,0.9722101606600088,0,0
58,0.35041925,0.6347825,0.014798238,0.9722222222222222,0.9722101606600088,0,0
59,0.9069427,0.07726613,0.015791098,0.9722222222222222,0.9722101606600088,0,0
60,0.07960786,0.893207,0.0271851,0.9722222222222222,0.9722101606600088,0,0
61,0.40942645,0.5566014,0.033972096,0.9722222222222222,0.9722101606600088,0,0
62,0.15035962,0.7909249,0.058715478,0.9722222222222222,0.9722101606600088,0,0
63,0.14414078,0.83748037,0.018378839,0.9722222222222222,0.9722101606600088,0,0
64,0.024508715,0.968156,0.0073353047,0.9722222222222222,0.9722101606600088,0,0
65,0.028078906,0.96698684,0.0049343323,0.9722222222222222,0.9722101606600088,0,0
66,0.03899662,0.94662744,0.0143760275,0.9722222222222222,0.9722101606600088,0,0
67,0.3022417,0.6795208,0.018237546,0.9722222222222222,0.9722101606600088,0,0
68,0.0120719,0.9819249,0.0060031936,0.9722222222222222,0.9722101606600088,0,0
69,0.04361423,0.93271166,0.023674136,0.9722222222222222,0.9722101606600088,0,0
70,0.06040096,0.93211,0.007489014,0.9722222222222222,0.9722101606600088,0,0
71,0.1917002,0.76602316,0.042276613,0.9722222222222222,0.9722101606600088,0,0
72,0.059452076,0.9227537,0.01779433,0.9722222222222222,0.9722101606600088,0,0
73,0.11694155,0.8634681,0.019590363,0.9722222222222222,0.9722101606600088,0,0
74,0.064969525,0.90213645,0.03289393,0.9722222222222222,0.9722101606600088,0,0
75,0.050103728,0.9440433,0.0058530504,0.9722222222222222,0.9722101606600088,0,0
76,0.0110902265,0.98686415,0.0020456011,0.9722222222222222,0.9722101606600088,0,0
77,0.009159125,0.98607594,0.0047649466,0.9722222222222222,0.9722101606600088,0,0
78,0.03470677,0.9401595,0.025133794,0.9722222222222222,0.9722101606600088,0,0
79,0.058799155,0.9304884,0.01071245,0.9722222222222222,0.9722101606600088,0,0
80,0.23602945,0.7244201,0.039550398,0.9722222222222222,0.9722101606600088,0,0
81,0.050969988,0.9206353,0.028394785,0.9722222222222222,0.9722101606600088,0,0
82,0.05341976,0.93141115,0.015169051,0.9722222222222222,0.9722101606600088,0,0
83,0.23509887,0.73692274,0.027978335,0.9722222222222222,0.9722101606600088,0,0
84,0.05232059,0.93369323,0.013986251,0.9722222222222222,0.9722101606600088,0,0
85,0.012537338,0.98567075,0.0017918592,0.9722222222222222,0.9722101606600088,0,0
86,0.015160386,0.9771978,0.007641799,0.9722222222222222,0.9722101606600088,0,0
87,0.15277141,0.8357552,0.011473379,0.9722222222222222,0.9722101606600088,0,0
88,0.1316176,0.8016222,0.06676017,0.9722222222222222,0.9722101606600088,0,0
89,0.004864734,0.9927418,0.002393377,0.9722222222222222,0.9722101606600088,0,0
90,0.28357947,0.7008405,0.015580011,0.9722222222222222,0.9722101606600088,0,0
91,0.0413546,0.94236976,0.016275648,0.9722222222222222,0.9722101606600088,0,0
92,0.020390783,0.9775612,0.0020479315,0.9722222222222222,0.9722101606600088,0,0
93,0.069632344,0.9195484,0.010819274,0.9722222222222222,0.9722101606600088,0,0
94,0.008001501,0.9901618,0.0018367892,0.9722222222222222,0.9722101606600088,0,0
95,0.025312524,0.9531744,0.021513028,0.9722222222222222,0.9722101606600088,0,0
96,0.0083601745,0.9849435,0.006696395,0.9722222222222222,0.9722101606600088,0,0
97,0.024056192,0.9719463,0.003997418,0.9722222222222222,0.9722101606600088,0,0
98,0.079657614,0.83955276,0.08078956,0.9722222222222222,0.9722101606600088,0,0
99,0.012080894,0.9841308,0.0037882433,0.9722222222222222,0.9722101606600088,0,0
100,0.09615894,0.88830173,0.015539392,0.9722222222222222,0.9722101606600088,0,0
101,0.0070562125,0.98869294,0.0042507863,0.9722222222222222,0.9722101606600088,0,0
102,0.027207159,0.9684673,0.004325596,0.9722222222222222,0.9722101606600088,0,0
103,0.02188862,0.9744915,0.0036199065,0.9722222222222222,0.9722101606600088,0,0
104,0.021799773,0.9725884,0.005611782,0.9722222222222222,0.9722101606600088,0,0
105,0.16565458,0.8201898,0.014155614,0.9722222222222222,0.9722101606600088,0,0
106,0.18781815,0.7960265,0.016155317,0.9722222222222222,0.9722101606600088,0,0
107,0.12327756,0.86100507,0.015717322,0.9722222222222222,0.9722101606600088,0,0
108,0.014498449,0.97705495,0.00844659,0.9722222222222222,0.9722101606600088,0,0
109,0.036315847,0.9524299,0.011254305,0.9722222222222222,0.9722101606600088,0,0
110,0.009905482,0.9874122,0.002682387,0.9722222222222222,0.9722101606600088,0,0
111,0.12511198,0.8418011,0.03308682,0.9722222222222222,0.9722101606600088,0,0
112,0.042908806,0.94207096,0.015020162,0.9722222222222222,0.9722101606600088,0,0
113,0.02555936,0.96832174,0.0061188284,0.9722222222222222,0.9722101606600088,0,0
114,0.017692154,0.97674245,0.005565393,0.9722222222222222,0.9722101606600088,0,0
115,0.099639654,0.8642519,0.036108453,0.9722222222222222,0.9722101606600088,0,0
116,0.0434355,0.9472076,0.009356844,0.9722222222222222,0.9722101606600088,0,0
117,0.09781882,0.8785255,0.0236556,0.9722222222222222,0.9722101606600088,0,0
118,0.011208815,0.98384666,0.004944518,0.9722222222222222,0.9722101606600088,0,0
119,0.09487152,0.8690774,0.036051095,0.9722222222222222,0.9722101606600088,0,0
120,0.044012137,0.11897717,0.8370107,0.9722222222222222,0.9722101606600088,0,0
121,0.13265555,0.16360232,0.7037421,0.9722222222222222,0.9722101606600088,0,0
122,0.046890434,0.11173581,0.84137374,0.9722222222222222,0.9722101606600088,0,0
123,0.11326353,0.105001695,0.78173476,0.9722222222222222,0.9722101606600088,0,0
124,0.14149529,0.14288057,0.71562415,0.9722222222222222,0.9722101606600088,0,0
125,0.091659464,0.203094,0.70524657,0.9722222222222222,0.9722101606600088,0,0
126,0.09718027,0.1482823,0.75453746,0.9722222222222222,0.9722101606600088,0,0
127,0.046362523,0.08933586,0.8643016,0.9722222222222222,0.9722101606600088,0,0
128,0.11910875,0.185685,0.6952062,0.9722222222222222,0.9722101606600088,0,0
129,0.082578845,0.17027977,0.74714136,0.9722222222222222,0.9722101606600088,0,0
130,0.050293695,0.05033719,0.8993691,0.9722222222222222,0.9722101606600088,0,0
131,0.09567107,0.085620955,0.818708,0.9722222222222222,0.9722101606600088,0,0
132,0.122668326,0.14475572,0.73257595,0.9722222222222222,0.9722101606600088,0,0
133,0.09967662,0.15967056,0.7406528,0.9722222222222222,0.9722101606600088,0,0
134,0.1668507,0.19573879,0.63741046,0.9722222222222222,0.9722101606600088,0,0
135,0.11056187,0.101186045,0.7882521,0.9722222222222222,0.9722101606600088,0,0
136,0.10095724,0.28627333,0.6127695,0.9722222222222222,0.9722101606600088,0,0
137,0.09311195,0.15329562,0.75359243,0.9722222222222222,0.9722101606600088,0,0
138,0.14832821,0.26940435,0.5822674,0.9722222222222222,0.9722101606600088,0,0
139,0.16725627,0.16016352,0.6725802,0.9722222222222222,0.9722101606600088,0,0
140,0.10888407,0.21957934,0.67153656,0.9722222222222222,0.9722101606600088,0,0
141,0.12872636,0.34606117,0.52521247,0.9722222222222222,0.9722101606600088,0,0
142,0.117148824,0.1543675,0.7284837,0.9722222222222222,0.9722101606600088,0,0
143,0.112079605,0.24967904,0.63824135,0.9722222222222222,0.9722101606600088,0,0
144,0.045113746,0.039527815,0.9153584,0.9722222222222222,0.9722101606600088,0,0
145,0.12866758,0.18919384,0.6821385,0.9722222222222222,0.9722101606600088,0,0
146,0.07996175,0.15830298,0.76173526,0.9722222222222222,0.9722101606600088,0,0
147,0.1710725,0.12376691,0.7051607,0.9722222222222222,0.9722101606600088,0,0
148,0.08953688,0.22350502,0.68695813,0.9722222222222222,0.9722101606600088,0,0
149,0.061123386,0.09217145,0.8467052,0.9722222222222222,0.9722101606600088,0,0
150,0.087447055,0.124693446,0.7878595,0.9722222222222222,0.9722101606600088,0,0
151,0.104984105,0.16686931,0.72814655,0.9722222222222222,0.9722101606600088,0,0
152,0.17240436,0.18095092,0.6466448,0.9722222222222222,0.9722101606600088,0,0
153,0.13507554,0.26243746,0.602487,0.9722222222222222,0.9722101606600088,0,0
154,0.08976496,0.12640789,0.7838272,0.9722222222222222,0.9722101606600088,0,0
155,0.041898813,0.24345075,0.7146504,0.9722222222222222,0.9722101606600088,0,0
156,0.07379987,0.20482321,0.7213769,0.9722222222222222,0.9722101606600088,0,0
157,0.09837153,0.09431277,0.80731565,0.9722222222222222,0.9722101606600088,0,0
158,0.15232153,0.17656961,0.6711089,0.9722222222222222,0.9722101606600088,0,0
159,0.095197126,0.15506604,0.7497368,0.9722222222222222,0.9722101606600088,0,0
160,0.13283756,0.19387029,0.6732922,0.9722222222222222,0.9722101606600088,0,0
161,0.02429117,0.08009396,0.89561486,0.9722222222222222,0.9722101606600088,0,0
162,0.086442046,0.101087496,0.81247044,0.9722222222222222,0.9722101606600088,0,0
163,0.10879045,0.14280744,0.7484021,0.9722222222222222,0.9722101606600088,0,0
164,0.050085574,0.11819792,0.83171654,0.9722222222222222,0.9722101606600088,0,0
165,0.072237045,0.10104033,0.8267226,0.9722222222222222,0.9722101606600088,0,0
166,0.11390496,0.17430207,0.71179295,0.9722222222222222,0.9722101606600088,0,0
167,0.11061679,0.15420133,0.7351819,0.9722222222222222,0.9722101606600088,0,0
168,0.14484963,0.13226186,0.7228885,0.9722222222222222,0.9722101606600088,0,0
169,0.12952758,0.19940154,0.6710709,0.9722222222222222,0.9722101606600088,0,0
170,0.042230196,0.065825075,0.8919447,0.9722222222222222,0.9722101606600088,0,0
171,0.13134296,0.2736633,0.5949937,0.9722222222222222,0.9722101606600088,0,0
172,0.07675976,0.12516487,0.7980754,0.9722222222222222,0.9722101606600088,0,0
173,0.074289374,0.18434785,0.74136275,0.9722222222222222,0.9722101606600088,0,0
174,0.09244322,0.27648723,0.63106954,0.9722222222222222,0.9722101606600088,0,0
175,0.072263084,0.17287351,0.7548634,0.9722222222222222,0.9722101606600088,0,0
176,0.10226952,0.1657535,0.7319769,0.9722222222222222,0.9722101606600088,0,0
177,0.09136874,0.19401702,0.7146143,0.9722222222222222,0.9722101606600088,0,0
178,0.1022392,0.14592294,0.75183785,0.9722222222222222,0.9722101606600088,0,0
179,0.14428043,0.1273438,0.72837573,0.9722222222222222,0.9722101606600088,0,0
0,0.8817817,0.10636459,0.011853726,0.9583333333333334,0.9581699346405229,0,1
1,0.9179951,0.073500864,0.0085040685,0.9583333333333334,0.9581699346405229,0,1
2,0.79801935,0.1800022,0.021978457,0.9583333333333334,0.9581699346405229,0,1
3,0.807556,0.17913881,0.013305271,0.9583333333333334,0.9581699346405229,0,1
4,0.44280234,0.5090562,0.048141427,0.9583333333333334,0.9581699346405229,0,1
5,0.682627,0.29989037,0.01748265,0.9583333333333334,0.9581699346405229,0,1
6,0.67904264,0.29420796,0.026749387,0.9583333333333334,0.9581699346405229,0,1
7,0.75960577,0.21371102,0.026683215,0.9583333333333334,0.9581699346405229,0,1
8,0.88525164,0.08628264,0.028465679,0.9583333333333334,0.9581699346405229,0,1
9,0.5722038,0.4186,0.009196192,0.9583333333333334,0.9581699346405229,0,1
10,0.9792363,0.017500745,0.0032629147,0.9583333333333334,0.9581699346405229,0,1
11,0.45472383,0.52046484,0.02481127,0.9583333333333334,0.9581699346405229,0,1
12,0.74002683,0.24969576,0.010277371,0.9583333333333334,0.9581699346405229,0,1
13,0.8417449,0.14589307,0.012362103,0.9583333333333334,0.9581699346405229,0,1
14,0.54362196,0.44285303,0.013524982,0.9583333333333334,0.9581699346405229,0,1
15,0.9073642,0.08480744,0.007828408,0.9583333333333334,0.9581699346405229,0,1
16,0.8795488,0.09954769,0.020903535,0.9583333333333334,0.9581699346405229,0,1
17,0.77506274,0.21444322,0.010494041,0.9583333333333334,0.9581699346405229,0,1
18,0.81840414,0.16769983,0.0138960285,0.9583333333333334,0.9581699346405229,0,1
19,0.8450775,0.13460927,0.020313257,0.9583333333333334,0.9581699346405229,0,1
20,0.6186521,0.37278518,0.008562643,0.9583333333333334,0.9581699346405229,0,1
21,0.8080956,0.17454013,0.017364334,0.9583333333333334,0.9581699346405229,0,1
22,0.91350794,0.07564094,0.010851061,0.9583333333333334,0.9581699346405229,0,1
23,0.8889038,0.099151894,0.011944357,0.9583333333333334,0.9581699346405229,0,1
24,0.666544,0.28373408,0.049721885,0.9583333333333334,0.9581699346405229,0,1
25,0.7253399,0.2550779,0.019582229,0.9583333333333334,0.9581699346405229,0,1
26,0.84982467,0.14137614,0.008799272,0.9583333333333334,0.9581699346405229,0,1
27,0.8960123,0.0855145,0.018473236,0.9583333333333334,0.9581699346405229,0,1
28,0.7797136,0.18290704,0.037379354,0.9583333333333334,0.9581699346405229,0,1
29,0.38678282,0.5573236,0.055893566,0.9583333333333334,0.9581699346405229,0,1
30,0.47882533,0.46792984,0.053244814,0.9583333333333334,0.9581699346405229,0,1
31,0.79255366,0.20334347,0.004102914,0.9583333333333334,0.9581699346405229,0,1
32,0.9285987,0.05978995,0.011611337,0.9583333333333334,0.9581699346405229,0,1
33,0.69650525,0.27475974,0.028735103,0.9583333333333334,0.9581699346405229,0,1
34,0.8268321,0.14879236,0.024375444,0.9583333333333334,0.9581699346405229,0,1
35,0.7256353,0.2657066,0.008658117,0.9583333333333334,0.9581699346405229,0,1
36,0.8038584,0.18377867,0.012362929,0.9583333333333334,0.9581699346405229,0,1
37,0.78648657,0.19782405,0.015689384,0.9583333333333334,0.9581699346405229,0,1
38,0.5513031,0.42419964,0.024497269,0.9583333333333334,0.9581699346405229,0,1
39,0.74283254,0.23307405,0.024093447,0.9583333333333334,0.9581699346405229,0,1
40,0.6944602,0.25121284,0.054327007,0.9583333333333334,0.9581699346405229,0,1
41,0.5424543,0.44289136,0.014654335,0.9583333333333334,0.9581699346405229,0,1
42,0.7425524,0.23596054,0.021487085,0.9583333333333334,0.9581699346405229,0,1
43,0.8113576,0.17328613,0.015356241,0.9583333333333334,0.9581699346405229,0,1
44,0.8802327,0.10955612,0.0102111595,0.9583333333333334,0.9581699346405229,0,1
45,0.5154749,0.46304473,0.0214804,0.9583333333333334,0.9581699346405229,0,1
46,0.68612987,0.30320114,0.010669042,0.9583333333333334,0.9581699346405229,0,1
47,0.49736914,0.47733107,0.025299868,0.9583333333333334,0.9581699346405229,0,1
48,0.72961926,0.2642385,0.0061421464,0.9583333333333334,0.9581699346405229,0,1
49,0.91151196,0.07974891,0.008739184,0.9583333333333334,0.9581699346405229,0,1
50,0.49122247,0.47651425,0.032263327,0.9583333333333334,0.9581699346405229,0,1
51,0.4875509,0.44308734,0.06936173,0.9583333333333334,0.9581699346405229,0,1
52,0.4974148,0.48836905,0.014216249,0.9583333333333334,0.9581699346405229,0,1
53,0.58974624,0.3917797,0.018474054,0.9583333333333334,0.9581699346405229,0,1
54,0.4659023,0.510816,0.023281818,0.9583333333333334,0.9581699346405229,0,1
55,0.8602849,0.1254106,0.01430453,0.9583333333333334,0.9581699346405229,0,1
56,0.9063164,0.080340944,0.013342662,0.9583333333333334,0.9581699346405229,0,1
57,0.8596081,0.13121219,0.009179687,0.9583333333333334,0.9581699346405229,0,1
58,0.35786983,0.6032144,0.038915798,0.9583333333333334,0.9581699346405229,0,1
59,0.7474222,0.23874442,0.013833313,0.9583333333333334,0.9581699346405229,0,1
60,0.029103374,0.96298957,0.00790698,0.9583333333333334,0.9581699346405229,0,1
61,0.17855537,0.7993245,0.022120139,0.9583333333333334,0.9581699346405229,0,1
62,0.042467788,0.94346833,0.014063852,0.9583333333333334,0.9581699346405229,0,1
63,0.10470165,0.8853131,0.009985184,0.9583333333333334,0.9581699346405229,0,1
64,0.035786178,0.95678884,0.007424906,0.9583333333333334,0.9581699346405229,0,1
65,0.028115753,0.9698555,0.0020286823,0.9583333333333334,0.9581699346405229,0,1
66,0.049236603,0.94662905,0.004134329,0.9583333333333334,0.9581699346405229,0,1
67,0.051504586,0.939509,0.008986402,0.9583333333333334,0.9581699346405229,0,1
68,0.027621849,0.96582943,0.006548698,0.9583333333333334,0.9581699346405229,0,1
69,0.045047805,0.94973344,0.0052186865,0.9583333333333334,0.9581699346405229,0,1
70,0.0087800305,0.98739094,0.0038289845,0.9583333333333334,0.9581699346405229,0,1
71,0.04707792,0.94256914,0.010352946,0.9583333333333334,0.9581699346405229,0,1
72,0.13131632,0.8608691,0.007814596,0.9583333333333334,0.9581699346405229,0,1
73,0.022098266,0.97077256,0.0071291695,0.9583333333333334,0.9581699346405229,0,1
74,0.069654144,0.9205793,0.0097665815,0.9583333333333334,0.9581699346405229,0,1
75,0.011959744,0.98455936,0.003480927,0.9583333333333334,0.9581699346405229,0,1
76,0.030182222,0.96668833,0.00312945,0.9583333333333334,0.9581699346405229,0,1
77,0.005994495,0.9910699,0.0029355818,0.9583333333333334,0.9581699346405229,0,1
78,0.037014533,0.92680115,0.03618427,0.9583333333333334,0.9581699346405229,0,1
79,0.02582481,0.9710585,0.003116743,0.9583333333333334,0.9581699346405229,0,1
80,0.13742724,0.8377574,0.024815446,0.9583333333333334,0.9581699346405229,0,1
81,0.046950717,0.9381331,0.014916225,0.9583333333333334,0.9581699346405229,0,1
82,0.070741475,0.92422336,0.005035164,0.9583333333333334,0.9581699346405229,0,1
83,0.02634236,0.9659448,0.007712792,0.9583333333333334,0.9581699346405229,0,1
84,0.01689483,0.9733878,0.009717335,0.9583333333333334,0.9581699346405229,0,1
85,0.03651183,0.9612901,0.002198025,0.9583333333333334,0.9581699346405229,0,1
86,0.03410159,0.96109676,0.00480169,0.9583333333333334,0.9581699346405229,0,1
87,0.052580986,0.9404659,0.006953036,0.9583333333333334,0.9581699346405229,0,1
88,0.03828828,0.94154537,0.020166293,0.9583333333333334,0.9581699346405229,0,1
89,0.011065242,0.9861492,0.002785518,0.9583333333333334,0.9581699346405229,0,1
90,0.08711601,0.88236266,0.030521262,0.9583333333333334,0.9581699346405229,0,1
91,0.034465965,0.9596641,0.005869935,0.9583333333333334,0.9581699346405229,0,1
92,0.1229773,0.8682343,0.008788425,0.9583333333333334,0.9581699346405229,0,1
93,0.10619255,0.88604087,0.007766516,0.9583333333333334,0.9581699346405229,0,1
94,0.019161997,0.97624516,0.004592877,0.9583333333333334,0.9581699346405229,0,1
95,0.02108952,0.9628345,0.016075922,0.9583333333333334,0.9581699346405229,0,1
96,0.022282008,0.9723565,0.0053614955,0.9583333333333334,0.9581699346405229,0,1
97,0.020112777,0.9747798,0.0051074466,0.9583333333333334,0.9581699346405229,0,1
98,0.13606492,0.82529014,0.03864495,0.9583333333333334,0.9581699346405229,0,1
99,0.034450337,0.95747054,0.008079151,0.9583333333333334,0.9581699346405229,0,1
100,0.025561048,0.969559,0.0048798905,0.9583333333333334,0.9581699346405229,0,1
101,0.024359494,0.9720989,0.0035416635,0.9583333333333334,0.9581699346405229,0,1
102,0.04960476,0.94519025,0.005204923,0.9583333333333334,0.9581699346405229,0,1
103,0.04006822,0.94672644,0.013205396,0.9583333333333334,0.9581699346405229,0,1
104,0.032768816,0.96346873,0.003762516,0.9583333333333334,0.9581699346405229,0,1
105,0.018558562,0.97878987,0.0026515215,0.9583333333333334,0.9581699346405229,0,1
106,0.23112439,0.7456563,0.0232193,0.9583333333333334,0.9581699346405229,0,1
107,0.052619897,0.93921185,0.008168266,0.9583333333333334,0.9581699346405229,0,1
108,0.02564929,0.9711454,0.0032052977,0.9583333333333334,0.9581699346405229,0,1
109,0.046984043,0.9476942,0.005321733,0.9583333333333334,0.9581699346405229,0,1
110,0.013372547,0.9820541,0.0045733126,0.9583333333333334,0.9581699346405229,0,1
111,0.053960145,0.9393632,0.0066766767,0.9583333333333334,0.9581699346405229,0,1
112,0.016000926,0.9761071,0.0078919735,0.9583333333333334,0.9581699346405229,0,1
113,0.015930785,0.9785363,0.005532992,0.9583333333333334,0.9581699346405229,0,1
114,0.043941796,0.94483757,0.011220629,0.9583333333333334,0.9581699346405229,0,1
115,0.030582406,0.95393527,0.0154823465,0.9583333333333334,0.9581699346405229,0,1
116,0.050108984,0.93661857,0.01327235,0.9583333333333334,0.9581699346405229,0,1
117,0.011419688,0.98549265,0.0030877753,0.9583333333333334,0.9581699346405229,0,1
118,0.0344339,0.9572501,0.008316043,0.9583333333333334,0.9581699346405229,0,1
119,0.16491702,0.8217864,0.013296609,0.9583333333333334,0.9581699346405229,0,1
120,0.015496354,0.07791536,0.9065883,0.9583333333333334,0.9581699346405229,0,1
121,0.071404256,0.15247136,0.77612436,0.9583333333333334,0.9581699346405229,0,1
122,0.024734994,0.052315366,0.9229496,0.9583333333333334,0.9581699346405229,0,1
123,0.023010321,0.04002697,0.93696266,0.9583333333333334,0.9581699346405229,0,1
124,0.04300809,0.09794661,0.85904527,0.9583333333333334,0.9581699346405229,0,1
125,0.06757063,0.176236,0.75619334,0.9583333333333334,0.9581699346405229,0,1
126,0.011642624,0.054261904,0.9340955,0.9583333333333334,0.9581699346405229,0,1
127,0.013332687,0.03278432,0.953883,0.9583333333333334,0.9581699346405229,0,1
128,0.042111058,0.17213309,0.7857559,0.9583333333333334,0.9581699346405229,0,1
129,0.02681536,0.09771929,0.87546533,0.9583333333333334,0.9581699346405229,0,1
130,0.015818248,0.022238763,0.9619429,0.9583333333333334,0.9581699346405229,0,1
131,0.03297346,0.06521341,0.90181315,0.9583333333333334,0.9581699346405229,0,1
132,0.091931954,0.113172635,0.79489547,0.9583333333333334,0.9581699346405229,0,1
133,0.11363314,0.13972358,0.74664325,0.9583333333333334,0.9581699346405229,0,1
134,0.10003568,0.18053937,0.7194249,0.9583333333333334,0.9581699346405229,0,1
135,0.01746119,0.023015896,0.9595229,0.9583333333333334,0.9581699346405229,0,1
136,0.045080725,0.29621547,0.6587038,0.9583333333333334,0.9581699346405229,0,1
137,0.039007213,0.12460906,0.83638376,0.9583333333333334,0.9581699346405229,0,1
138,0.040983927,0.1299727,0.8290433,0.9583333333333334,0.9581699346405229,0,1
139,0.07267361,0.13600214,0.7913243,0.9583333333333334,0.9581699346405229,0,1
140,0.04446428,0.13558002,0.81995565,0.9583333333333334,0.9581699346405229,0,1
141,0.030421428,0.102075726,0.8675028,0.9583333333333334,0.9581699346405229,0,1
142,0.063193984,0.0843015,0.85250455,0.9583333333333334,0.9581699346405229,0,1
143,0.03029371,0.14377253,0.82593375,0.9583333333333334,0.9581699346405229,0,1
144,0.0054253526,0.0034580452,0.99111664,0.9583333333333334,0.9581699346405229,0,1
145,0.08341594,0.14174177,0.7748423,0.9583333333333334,0.9581699346405229,0,1
146,0.015041331,0.05846313,0.9264955,0.9583333333333334,0.9581699346405229,0,1
147,0.054634348,0.047126397,0.89823925,0.9583333333333334,0.9581699346405229,0,1
148,0.040222146,0.119122036,0.84065586,0.9583333333333334,0.9581699346405229,0,1
149,0.053315986,0.14440648,0.8022775,0.9583333333333334,0.9581699346405229,0,1
